ip.proto,ip.src.len.mean,ip.src.len.median,ip.src.len.var,ip.src.len.std,ip.src.len.entropy,ip.src.len.cv,ip.src.len.cvq,ip.src.len.unique_ratio,ip.dst.len.mean,ip.dst.len.median,ip.dst.len.var,ip.dst.len.std,ip.dst.len.entropy,ip.dst.len.cv,ip.dst.len.cvq,ip.dst.len.unique_ratio,sport.mean,sport.median,sport.var,sport.std,sport.entropy,sport.cv,sport.cvq,sport.unique_ratio,dport.mean,dport.median,dport.var,dport.std,dport.entropy,dport.cv,dport.cvq,dport.unique_ratio,tcp.flags.mean,tcp.flags.median,tcp.flags.var,tcp.flags.std,tcp.flags.entropy,tcp.flags.cv,tcp.flags.cvq,tcp.flags.unique_ratio,status
6.0,8.0,8.0,1.0204081632653061,1.0101525445522108,0,0.12626906806902635,0,0.04,8.0,8.0,1.0204081632653061,1.0101525445522108,0,0.12626906806902635,0,0.04,24751.36,19753.0,651626182.5616326,25526.96970973313,0,1.0313360441500237,0,0.18,24509.32,19753.0,639452711.3648981,25287.402226501996,0,1.0317463816418406,0,0.16,114.54,135.0,1276.5391836734693,35.72868852439828,0,0.31193197594201394,0,0.1,ddos
6.0,7.84,7.0,0.9942857142857141,0.9971387638065797,0,0.12718606681206374,0,0.04,8.16,9.0,0.9942857142857141,0.9971387638065797,0,0.122198377917473,0,0.04,24996.3,28466.0,570302812.8673469,23881.01364823836,0,0.9553819424570181,0,0.16,20366.5,80.0,661915916.7857143,25727.726615185304,0,1.2632375035074903,0,0.12,108.06,135.0,1326.1391836734695,36.41619397566788,0,0.33699975916775754,0,0.1,ddos
6.0,7.88,7.0,1.0057142857142856,1.002853072844814,0,0.12726561838132158,0,0.04,8.12,9.0,1.0057142857142858,1.002853072844814,0,0.12350407301044508,0,0.04,22355.28,7843.0,664007886.654694,25768.350483775517,0,1.1526740208029387,0,0.16,22419.54,80.0,749034143.559592,27368.488148956858,0,1.2207426266978205,0,0.16,105.94,135.0,1493.2004081632654,38.64195140211303,0,0.3647531754022374,0,0.1,ddos
6.0,7.92,7.0,1.0138775510204083,1.006914867811777,0,0.12713571563280013,0,0.04,8.08,9.0,1.0138775510204083,1.006914867811777,0,0.12461817670937833,0,0.04,21975.7,25657.0,501734290.0102041,22399.426108947613,0,1.019281575055521,0,0.14,21692.54,80.0,627108418.8657142,25042.132873733302,0,1.1544122022470997,0,0.14,104.32,109.0,1441.324081632653,37.9647742207517,0,0.36392613325107076,0,0.1,ddos
6.0,7.88,7.0,1.0057142857142856,1.002853072844814,0,0.12726561838132158,0,0.04,8.12,9.0,1.0057142857142858,1.002853072844814,0,0.12350407301044508,0,0.04,27875.14,50113.0,637736891.4289795,25253.45305951207,0,0.9059489229296094,0,0.14,22810.9,80.0,678161576.2142857,26041.535596317775,0,1.1416268361317516,0,0.12,108.38,135.0,1492.3628571428571,38.6311125537805,0,0.3564413411494787,0,0.1,ddos
6.0,7.96,7.0,1.0187755102040814,1.0093440990088967,0,0.12680202248855485,0,0.04,8.04,9.0,1.0187755102040814,1.0093440990088967,0,0.1255403108220021,0,0.04,24572.46,33727.0,629156872.1718367,25082.999664550425,0,1.0207769048988349,0,0.14,21957.6,80.0,580181185.4693878,24086.950522417483,0,1.0969755584589156,0,0.14,107.94,135.0,1415.2820408163263,37.62023445987978,0,0.3485291315534536,0,0.1,ddos
6.0,7.76,7.0,0.9616326530612243,0.9806287029560292,0,0.12636967821598316,0,0.04,8.24,9.0,0.9616326530612243,0.9806287029560292,0,0.11900833773738219,0,0.04,32795.56,46633.0,684728818.4963266,26167.323487439953,0,0.7978922600327591,0,0.14,20067.68,80.0,673706705.0383673,25955.860706945692,0,1.2934161152134025,0,0.14,105.56,83.0,1405.067755102041,37.48423342022671,0,0.35509883876683124,0,0.1,ddos
6.0,7.92,7.0,1.0138775510204083,1.006914867811777,0,0.12713571563280013,0,0.04,8.08,9.0,1.0138775510204083,1.006914867811777,0,0.12461817670937833,0,0.04,31475.24,49839.5,887952724.1044897,29798.535603356246,0,0.9467294166257746,0,0.14,25941.48,80.0,833606126.5812246,28872.23799051997,0,1.1129757435011407,0,0.14,107.82,135.0,1405.824081632653,37.49432065836975,0,0.3477492177552379,0,0.1,ddos
6.0,7.88,7.0,1.0057142857142858,1.002853072844814,0,0.12726561838132158,0,0.04,8.12,9.0,1.0057142857142858,1.002853072844814,0,0.12350407301044508,0,0.04,15515.7,6259.0,425947875.1938776,20638.50467436722,0,1.33016909803407,0,0.14,12020.18,80.0,350855088.59959185,18731.126196777168,0,1.5583066307473905,0,0.12,107.78,135.0,1354.7057142857143,36.806327095836586,0,0.3414949628487343,0,0.1,ddos
6.0,7.88,7.0,1.0057142857142856,1.002853072844814,0,0.12726561838132158,0,0.04,8.12,9.0,1.0057142857142858,1.002853072844814,0,0.12350407301044508,0,0.04,30301.16,50855.0,740732602.9534693,27216.403196481882,0,0.8981967421868299,0,0.14,24272.9,80.0,767318954.744898,27700.522643894248,0,1.1412119130344642,0,0.14,111.36,135.0,1350.8473469387757,36.75387526423269,0,0.33004557528944584,0,0.1,ddos
6.0,8.04,9.0,1.0187755102040814,1.0093440990088967,0,0.1255403108220021,0,0.04,7.96,7.0,1.0187755102040816,1.0093440990088969,0,0.12680202248855488,0,0.04,18874.62,80.0,428599315.7097959,20702.640307694957,0,1.0968507078656395,0,0.14,21005.68,28066.0,453564542.630204,21297.054787697853,0,1.0138712380507489,0,0.14,107.06,135.0,1472.7922448979593,38.376975452710695,0,0.3584623150822968,0,0.1,ddos
6.0,7.92,7.0,1.0138775510204083,1.006914867811777,0,0.12713571563280013,0,0.04,8.08,9.0,1.0138775510204083,1.006914867811777,0,0.12461817670937833,0,0.04,18126.7,21682.0,333536370.21428573,18262.97813102468,0,1.0075180882910115,0,0.16,14423.34,80.0,283983748.63714284,16851.817368970707,0,1.1683713598216992,0,0.18,108.72,135.0,1339.92,36.60491770240715,0,0.3366898243414933,0,0.1,ddos
6.0,7.8,7.0,0.9795918367346939,0.989743318610787,0,0.126890169052665,0,0.04,8.2,9.0,0.9795918367346939,0.989743318610787,0,0.12070040470863257,0,0.04,33280.78,58200.0,841772514.664898,29013.3161611164,0,0.871773923601442,0,0.16,22766.2,80.0,827134172.7346942,28759.940416049096,0,1.26327364321007,0,0.16,104.48,109.0,1404.4587755102043,37.476109396657016,0,0.3586917055575901,0,0.1,ddos
6.0,7.8,7.0,0.9795918367346939,0.989743318610787,0,0.126890169052665,0,0.04,8.2,9.0,0.9795918367346939,0.989743318610787,0,0.12070040470863257,0,0.04,30032.46,30742.0,687958089.8861225,26228.95518098505,0,0.8733535375052544,0,0.12,20959.64,80.0,705263773.0106124,26556.802763333773,0,1.2670447948215606,0,0.12,108.62,135.0,1359.1383673469388,36.86649383040024,0,0.3394079711876288,0,0.1,ddos
6.0,7.88,7.0,1.0057142857142856,1.002853072844814,0,0.12726561838132158,0,0.04,8.12,9.0,1.0057142857142858,1.002853072844814,0,0.12350407301044508,0,0.04,28374.76,41169.0,677075222.6351022,26020.66914272387,0,0.9170357438344455,0,0.14,23286.12,80.0,721484922.0261225,26860.471366417278,0,1.1534970775044224,0,0.14,108.04,135.0,1372.5289795918368,37.04765822007967,0,0.3429068698637511,0,0.1,ddos
6.0,8.0,8.0,1.0204081632653061,1.0101525445522108,0,0.12626906806902635,0,0.04,8.0,8.0,1.0204081632653061,1.0101525445522108,0,0.12626906806902635,0,0.04,24947.96,19316.0,641058970.202449,25319.14236704018,0,1.014878265278611,0,0.14,24383.8,19316.0,629622522.4897958,25092.280137321035,0,1.029055362056818,0,0.14,115.74,135.0,1292.114693877551,35.94599691033135,0,0.3105754009878292,0,0.1,ddos
6.0,8.0,8.0,1.0204081632653061,1.0101525445522108,0,0.12626906806902635,0,0.04,8.0,8.0,1.0204081632653061,1.0101525445522108,0,0.12626906806902635,0,0.04,26794.24,19316.0,744401319.4922451,27283.71894541221,0,1.0182680660250938,0,0.16,26206.78,23163.5,703560550.5832653,26524.715843591337,0,1.0121318164074846,0,0.14,108.38,135.0,1476.6485714285714,38.42718531754012,0,0.3545597464249873,0,0.1,ddos
6.0,8.0,8.0,1.0204081632653061,1.0101525445522108,0,0.12626906806902635,0,0.04,8.0,8.0,1.0204081632653061,1.0101525445522108,0,0.12626906806902635,0,0.04,26295.32,18229.0,740444308.4261225,27211.106343295243,0,1.03482697085623,0,0.12,26979.72,18229.0,767978942.3281633,27712.432991856982,0,1.027157916830011,0,0.12,113.36,135.0,1349.3779591836735,36.73388026309872,0,0.32404622673869726,0,0.1,ddos
6.0,7.72,7.0,0.9404081632653064,0.9697464427701225,0,0.12561482419302106,0,0.04,8.28,9.0,0.9404081632653061,0.9697464427701223,0,0.11711913560025633,0,0.04,28745.6,21593.0,756074512.4081634,27496.80913139129,0,0.9565571472291861,0,0.16,15894.1,80.0,625412022.0918368,25008.23908418657,0,1.5734290764614902,0,0.14,100.12,83.0,1430.7608163265306,37.825399090115766,0,0.37780063014498366,0,0.1,ddos
