ip.proto,ip.src.len.mean,ip.src.len.median,ip.src.len.var,ip.src.len.std,ip.src.len.entropy,ip.src.len.cv,ip.src.len.cvq,ip.src.len.unique_ratio,ip.dst.len.mean,ip.dst.len.median,ip.dst.len.var,ip.dst.len.std,ip.dst.len.entropy,ip.dst.len.cv,ip.dst.len.cvq,ip.dst.len.unique_ratio,sport.mean,sport.median,sport.var,sport.std,sport.entropy,sport.cv,sport.cvq,sport.unique_ratio,dport.mean,dport.median,dport.var,dport.std,dport.entropy,dport.cv,dport.cvq,dport.unique_ratio,tcp.flags.mean,tcp.flags.median,tcp.flags.var,tcp.flags.std,tcp.flags.entropy,tcp.flags.cv,tcp.flags.cvq,tcp.flags.unique_ratio,status
6.44,9.08,9.0,0.7689795918367346,0.8769148144698746,0,0.09657652141738707,0,0.08,9.0,9.0,0.7755102040816326,0.8806305718527109,0,0.09784784131696787,0,0.1,33113.68,54876.0,726988940.875102,26962.73244452613,0,0.8142475389182395,0,0.26,22168.78,443.0,723405906.4608163,26896.206172261845,0,1.2132470154993575,0,0.22,93.22,65.0,1858.0526530612244,43.10513488044347,0,0.46240221927100916,0,0.1,normal
6.44,8.98,9.0,1.326122448979592,1.1515739007895203,0,0.12823762815028064,0,0.08,9.08,9.0,0.07510204081632653,0.27404751561786966,0,0.030181444451307233,0,0.04,17845.66,443.0,658434029.7799999,25659.969403333274,0,1.4378829028084854,0,0.16,37491.7,54876.0,659143356.6224489,25673.787344730597,0,0.6847858951376065,0,0.22,99.32,65.0,1994.589387755102,44.66082609799221,0,0.44966598970994975,0,0.08,normal
6.0,9.24,9.0,0.18612244897959185,0.4314191105869,0,0.046690379933647184,0,0.04,9.08,9.0,0.07510204081632653,0.27404751561786966,0,0.030181444451307233,0,0.04,21128.32,443.0,712371450.7526531,26690.287573434893,0,1.2632470340015152,0,0.12,34193.18,54876.0,712390338.8444897,26690.641409387106,0,0.7805837716581817,0,0.1,77.8,65.0,877.7142857142857,29.626243192721645,0,0.38080004103755327,0,0.04,normal
6.0,9.54,9.5,0.3351020408163265,0.5788799882672803,0,0.060679244053174035,0,0.06,9.34,9.0,0.22897959183673475,0.4785181206984065,0,0.051233203500900056,0,0.04,23304.44,443.0,736478076.7820406,27138.129574125785,0,1.164504685550298,0,0.14,32015.08,54873.0,736548988.442449,27139.43603766388,0,0.8477078938320278,0,0.12,81.12,65.0,1060.9240816326528,32.571829571466395,0,0.4015264986620611,0,0.06,normal
8.42,8.66,9.0,4.433061224489797,2.1054836082215878,0,0.2431274374389824,0,0.06,8.9,9.0,1.7244897959183678,1.3131983079178742,0,0.14755037167616564,0,0.06,17862.68,443.0,665930885.7322448,25805.636704647393,0,1.444667692902039,0,0.16,37946.76,54869.0,681950269.3697959,26114.177554918246,0,0.6881793743370513,0,0.2,60.3,65.0,1709.6020408163265,41.347334144008926,0,0.6856937668989872,0,0.06,normal
10.18,8.54,9.0,4.824897959183674,2.1965650364110947,0,0.2572090206570369,0,0.06,8.18,9.0,4.599591836734694,2.144665903289996,0,0.26218409575672325,0,0.06,22455.02,443.0,822920990.9179592,28686.59950077665,0,1.27751386998438,0,0.2,35098.42,54853.0,768624958.7791839,27724.086256884715,0,0.7898955638711006,0,0.22,48.42,65.0,2030.7791836734696,45.06416740242151,0,0.9306932549033768,0,0.08,normal
6.0,10.22,10.0,0.7057142857142856,0.8400680244565232,0,0.08219843683527624,0,0.06,9.4,9.0,0.5306122448979591,0.7284313590846835,0,0.07749269777496633,0,0.06,14538.86,443.0,593678391.0616326,24365.51643330452,0,1.6758890609927133,0,0.16,40832.26,54840.5,592220746.0330611,24335.586001431344,0,0.5959892007307787,0,0.42,129.34,145.0,953.249387755102,30.874737047545878,0,0.23870988903313653,0,0.08,normal
6.0,9.96,10.0,1.2228571428571429,1.105828713163636,0,0.11102697923329677,0,0.1,9.18,9.0,0.640408163265306,0.8002550613806239,0,0.08717375396303093,0,0.1,18759.08,443.0,745269868.0342857,27299.63128018922,0,1.4552755934826878,0,0.18,38435.0,54829.5,701550318.7755102,26486.795177512704,0,0.6891321758166438,0,0.44,114.2,145.0,1647.9183673469388,40.59456080987869,0,0.35546900884307087,0,0.06,normal
6.88,9.38,9.0,2.730204081632653,1.6523329209431896,0,0.17615489562294132,0,0.08,9.68,9.0,1.6097959183673474,1.2687773320671154,0,0.13107203843668547,0,0.08,26392.56,443.0,752398914.6187755,27429.890896953555,0,1.0393039135632751,0,0.3,28364.16,49363.0,741605019.9738775,27232.425892194722,0,0.9600998546121134,0,0.34,79.36,65.0,1708.4391836734694,41.333269694925775,0,0.5208325314380768,0,0.08,normal
6.0,9.46,9.0,1.3146938775510204,1.1466010106183495,0,0.12120518082646399,0,0.1,9.34,9.0,1.0453061224489795,1.0224021334333078,0,0.10946489651320211,0,0.1,25291.78,443.0,754285359.3587755,27464.256031408815,0,1.0858965257253075,0,0.4,29836.94,54818.0,760513040.2616327,27577.400897503605,0,0.9242704143757238,0,0.44,86.36,65.0,1274.888163265306,35.705576080849134,0,0.4134503946369747,0,0.12,normal
